Question_ID,Question_Text,Choices,Generated Answer,Refined Answer,Correct Answer,Predicted == Correct,Explanation
SP-206_CR,"A one-story house is built from red bricks. The doors, windows, and roof are all made of red bricks. What color is the basement?",There is no basement in a one-story house built on a single floor.; It should be red as the whole house is in red.; The basement is uncolored as the basement is only used for storing stuffs.; None of above.,"choices brotheractor':1':SomeSomeSome're married andd and own but.',.',''actor '':':'' not and and by and and and''''distractoractorunsuns''None'''' '': and and''''SomeSomeSome.', get'and their.', own'''shares shares sharesactor.',.',Some.', brotherSome were not loved loved and and and and away 'None and have brothers and gotactor':':",None of above.,There is no basement in a one-story house built on a single floor.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-207,"Ten pears hanging high, Ten men come passing by, Each took a pear and left nine hanging there. How could that be?",EACH is the name of one of the men.; Other men can't reach the pear.; Other men didn't see the pear.; None of above.,"that9 the each from're're're're'reYou're answer'reYouEach'reYou're're're're might're select select'reSomeSomeSome'reHere get are get got to to.','re':':':': ''re each and and and're and and and and fromdYou 'YouactoractorYou're are'reSome ''re ''re model':1're and're're're'reBut'reactorEach have're're are brother are'''sharesactor MaybeYou brother brotherEach",EACH is the name of one of the men.,EACH is the name of one of the men.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-207_SR,"Ten pears hung high, ten men passed past, Each taking a fruit and leaving nine hanging there. How is that possible?",Other men can't reach the pear.; Other men didn't see the pear.; EACH is the name of one of the men.; None of above.,"but9 the,, how how how possible'''' 'EachEach're a shares brother brother brother 'actoractor':': 'SomeSome get getHere and their own family own':istristractoractor'''brothers brothers were by and and and and andistr''actoractoractor(uns're wereNoneNoneNone '.', '':111, 'choice':':Some daughters get have have get their own family.','daughter shares shares sharesactor.',.',.',",EACH is the name of one of the men.,EACH is the name of one of the men.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-207_CR,"There were twenty boys with different names in the classroom, All went up to the blackboard and wrote names on the board, however, there was only one name on the board, how's that possible?",Other boys don't have names.; All is the name of one of the boys.; Other boys don't know how to write.; None of above.,"Each daughterYouTheThe brother brother'brother daughters daughtersactor1SomeSomeSome daughtersThe get you get own familyactor.',actoractoractor2actoractoractor brothers notactor by by and and brothers and 'istractordactoractoractorunsactoractor1None ownNone '':':11,11':':':Some daughters.',.','their', their''''.',.',actoractor.',.', brother'brother brothers by not by by and by and andNone and and and",All is the name of one of the boys.,All is the name of one of the boys.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-208,"The more you take, the more you leave behind",Love.; Footsteps.; Money.; None of above.,"you you but':'reSP0'' 'question(''re're. Mr.. and and have one you daughters're answer're brother brother're're are are 999 in,,9 are are possible possible possibleanswer'reanswerTheYou answerThe brother brother might look '2actor1':'' got get daughters and and and and1 and 'actoristractor2'''not not not and and family and and awayistristristr 'istractoractoractoractorure",None of above.,Footsteps.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-208_SR,"The more you take, the more you abandon.",Love.; Footsteps.; Money.; None of above.,"you you butSP':':SP''''':''. andMr. Must. one one daughters one and has9 has brother. But are are have 9 people that the the the how is brother possible possible possible 'answer 'EachEach're're shares the might look might select're':': 'Some'get getHere and and to own''.', 'actor2'''and not and and and and and and'the''istractoractorunsunsactor",Love.,Footsteps.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-208_CR,You are running so fast but you're not getting closer. Where are you?,Country road.; Treadmill.; High way.; None of above.,'''' 'Mr and Mr Must Mustard six six six have six daughters daughter brother brother. But're're brother only that people how people in9 how possible is possible possible possible answer'' might are shares shares brother shares brother might choice're select get': getSomeSome'' get and and and'' 'd 'actor':1':'' by not and and and and and and and''distr 'actoruns''''''''':None,Country road.,Treadmill.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-148,What type of bank doesn't hold money?,Snowbank.; Investment bank.; Central bank.; None of above.,"you you''SP'''' '':You':You MustMr Must Mustard six oneYou daughters daughters brother Mr brother brother brother But But But9999 in in,, how how is possible possible brotheranswer'reTheEach're sameThe shares brother brother might brother brother select1':Some getThe get'are and their own11''istr':actor':':': and not'and by and and and'''' 'actoractorunsactor''",None of above.,Snowbank.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-148_SR,What kind of bank doesn't keep cash on hand?,Snowbank.; Investment bank.; Central bank.; None of above.,"': 'SPSP-':'' youMr you You and You Must Must Must six you six daughters daughters daughter daughter brother brother in But But there9  great9 people,., how how possible possible possible possible answer answer'reEachEach are shares shares brother brother shares answer possible selectactor're 'Some get get get get and own their family family 'istractoractoractor':':': and not and and and and and and'away''''actorunsuns're 'NoneNone",Investment bank.,Snowbank.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-148_CR,What kind of bank doesn't have money on hand?,Riverbank.; Investment bank.; Central bank.; None of above.,",':':--'' '':''. and Mr..ard one one six one daughters six brother brother brother brother But are there one only  only9 in99 the how how possible possible possible'possible'' eachThe shares shares brother brother brother brotheractor brotheractor':':SomeSome got and married have have their have.',''actoractoractor2':'' brothers and and and and and and and''''istristrunsactoruns''None",None of above.,Riverbank.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-149,What type of root can't be eaten?,Carrot root.; Cabbage root.; Square root.; None of above.,"'':SPSP'''''''',Mr Must Must Must six and and and and'daughters daughters brother brother But'brother daughters 9 that in people the, how how is possible possible possible'''mightEach shares shares shares brother brother might brother'reactor':':':'get get married and and have own family.', 'istristractor2':':1 not not'by by and and were and away': 'istristrunsactoruns''NoneNone",Cabbage root.,Square root.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-149_SR,What kind of root cannot be consumed?,Square root.; Carrot root.; Cabbage root.; None of above.,"you': someSP- '1 'question':Mr'and and Must.. Must and six one youYou daughters has brother brother- But are there daughters 9 people9 the the family, how the the possible possible'' 'The daughterEach shares brother shares brother brother.', but11':': 'Some get get get get have own family familyd.',istr':actor2actor'brothers brothers': and by and and and''d 'istristractoractoractoractor''",Cabbage root.,Square root.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-149_CR,What sort of root should one not eat?,Cube root.; Cabbage root.; Carrot root.; None of above.,"- 'SPSP'''''' 'You and and... have one six You one eight brother one brother brother But there're only  but9 that the,, how possible possible possible possible possible ''reEachEachEach sharesThe shares brother brother choices answer answer brotheractor':SomeSome get daughters daughters getHere their own to''''actor2':':'not not and and by and and and 'istrdistristristractoractoractoruns''None",Cube root.,Cube root.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-150,What kind of mouse can't you feed cheese to?,A computer mouse.; A hungry mouse.; An old mouse.; None of above.,"SP-',''question'' and Mr Mrs. Must Must have one daughters daughters six daughter has brother brother is But there there But  only9 people the the, how is is that possible possible?',''EachEach shares shares shares brother brother.',.',istractoractor':':SomeSome get get married have their own family.',.',.',istractor22': brothers brothers brothers not by and and and and': away away 'istristractorunsunsure''None'' '",None of above.,A computer mouse.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-150_SR,What type of mouse are ineligible for cheese feeding?,A computer mouse.; A hungry mouse.; An old mouse.; None of above.,"-SP '':''-'' and Mr Mr... six two youYou answer You daughter each each. are are are but 9 select but,,, how how is're possible are 'answer 'EachEach are sharesHere look might choices 'The select select're':Some getSome daughters and and get and to.',d2':':2 'actor'brothers brothers and and loved and and and''''actoractoristractoractorYou''None of '",None of above.,A computer mouse.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-150_CR,The kind of mouse engineers like most？,A young mouse.; A white mouse.; A computer mouse.; None of above.,"': 'SP''''''''. andMr Must Must one'six six daughtersHere daughters brother brother brother. But But're    that people in in, how how how possible possible possible possibleanswer 'EachEach each shares shares brother same brother '1istr get': sameSome get get get shares have their own own.',''': '2':':'not not and by and and and and away away''distristrunsuns)':''None",None of above.,A computer mouse.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-151,What kind of plant can't photosynthesize?,An indoor plant.; A house plant; A power plant.; None of above.,"SP'' 'SP'''' MrMr Mrs. Must Must six six one and six '9 brotherard is But But're is brother9 people9 the how, how is the'possible possible answer'' answerEach are shares shares brother brotherThe brother mightistr1':''Some get married'and and to and and 'distr':2':':'and not'and by and and'byistrd''istractoractorunsuns 'NoneNoneNone '",A house plant,A power plant.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-151_SR,Which plants are incapable of photosynthesizing?,A house plant; A power plant.; An indoor plant.; None of above.,"SPSP''''':''. Mrs Must Must Mustard six six six daughtersard in six one brother in But, there only  only9 people in in in how how possible possible possible possible answer answer 'EachEach shares shares the brother brother brother brotheristractor1':': get daughters get get married have own own own.', 'distristractor': '': not not not by and and and and'away'' 'istruns '.',uns 'NoneNone''",A house plant,A power plant.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-151_CR,What plants can not photosyntheszie but can produce energy.,A wetland plant.; A nuclear plant.; An aquatic plant.; None of above.,"'''''and youMr and Must Must six and six daughtersYou daughter daughters daughter brother brother is'there are   that possible in,, how how're possible possible possible''EachTheEach shares shares might brother brother look might brother select':':':'reSomeSome get are and have own but.',.', 'istractor':':'' not not'by and and and and ''re''dactoractor 'actorure''None'''' '':",None of above.,A nuclear plant.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-152,What kind of wood never gets chopped?,Softwood.; Hollywood.; Hardwood.; None of above.,"are you you '':':':- but'' ''re''You Must Mr..ard You one one you daughters brother brother brother brother brother But But're are only9're9,,,'re is're possible possible possible'answer 'EachEachEach aHere brother ared brother brotheractor're'reSome':SomeSomeHere a and haved family but.', '':actor':':':'' not'and and and and and and 'istr''istractoractoruns",None of above.,Hollywood.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-152_SR,What sort of wood is never cut?,Hollywood.; Hardwood.; Softwood.; None of above.,"are examples you ', 'SP'''''''''Mr Mr. Mustard one six daughters six daughters brother brother has brother. But But there only  only9 people in9, how how is possible possible possible possible''EachEach daughter shares shares brother shares brother brother possibleactoractor':': 'Some get married married and and and own.',':.',istractor '': '2'not and by and and and and away 'istrdactor 'actorunsuns",Hollywood.,Hollywood.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-152_CR,What sort of wood is never cut?,Hardwood.; Sherwood.; Softwood.; None of above.,"you you{''re':SPSP're'' '':It ''re YouYou... two six youYou9 four complete brother brother, But But are are  9 people, in,, how are possible possible possible answeranswer 'The eachEach theThe brother brother brother brother brothers brother':':'' daughters daughters daughters married and their own family family.',istristractoractor '':'not brothers and': the and and and ownistr theiristristractoractoractoractoractor",Hardwood.,Sherwood.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-154,What type of dish doesn't hold food?,A satellite dish.; A fish dish.; A side dish.; None of above.,"':SPSP '',', '':'''Mrs Mrs Must Mustard six have haveard and in has has brother.. is there are   people people in the, how the the possible possible'possible possible':EachEach daughter shares same brother brother.',.',istr':actor':':':'get married and and their their and and '.',istristractor':':0'' not loved by loved by moved'away away 'istristristrunsunsure 'NoneNoneNone",A side dish.,A satellite dish.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-154_SR,What kind of dish cannot accommodate food?,A satellite dish.; A fish dish.; A side dish.; None of above.,",':SP''''''MrYou you you Mrs Must Must Must'six daughters daughtersHere brother six brother brother in But But But daughters 9 people99 six, how how'possible possible possible shares 'EachEach answer is brother brother brother brotherSome brother possible select get same're'get get get a but get own but family '.', '2 '':':': and and and and and and and and'away'' 'istractorunsuns''''",A side dish.,A satellite dish.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-154_CR,What sort of dish is incapable of holding food?,Side dish.; Petri dish.; Fish dish.; None of above.,"-':': ', '', '':''. and Mrard Must Must have six one have and'brother brother brother is But'there're99 that people99, how how is possible possible possibleanswer possibleTheEach are eachThe shares shares share sharesSome brotheractor1':':SomeSome daughters marriedHere and have their and family '.',istractoractor 'actord2 not'and loved and and by away''istristristractoractorunsactor 'NoneNone",Side dish.,Petri dish.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-155,What kind of bottle can't hold a liquid?,A bottle neck.; A glass bottle.; A water bottle.; None of above.,"SP-'''' 'YouNotYou you andMr Must MustYou one daughtersYou daughters9 brother and brother brother'But But that 9999 in in, the is possible possible possibleanswer''EachEach're shares shares brother shares.', brother possible selectactorSome'reSome get daughters daughtersYou get have get but to '.',2actor2':1'brothers not and and by and and and'away 'istr 'actoractoractorunsactor''NoneNone '",None of above.,A bottle neck.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-155_SR,What sort of bottle is incapable of holding a liquid?,A glass bottle.; A water bottle.; A bottle neck.; None of above.,"SP, '-''''MrYouMrMr Mustard have you six daughters daughters brother brother has brother brother But are are're're9 the in9,'re how the the possible possible possible''EachEachEachTheThe brother sharesSome brother brother selectactor':':SomeSome daughtersHere married you have family family own':.',istristr221Some'brothers and and and and and and and and'' 'istractoractorunsactor''NoneNone''",None of above.,A bottle neck.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-155_CR,What kind of bottle is smallest.,Soda bottle.; Wine bottle.; Baby bottle.; None of above.,"examples you but're're':'re-'re ''reYou're 'YouYouYouYou Must MustYouYou YouYouYouYouYou're're are're are're're're're're're that the,'re,'re're possible're select select're're're're choices a a might're're might select're're selectSomeSome get're get're to get to to areYou're2actor': choices choice':You're're and and and and and're and andYou andYou'reYouYou",Soda bottle.,Baby bottle.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-156,What kind of note can't be played?,A music note.; A footnote.; A high note.; None of above.,"': 'SPSP'''''' 'Mr Mr Must..ard six'one daughters daughters'Must daughters brother is But are there are only99 only9,, how how how is possible possible possibleanswer possibleEach areEach shares shares shares brother shares brothers answer're get': '': get gotHere are and and own to.',''': '2':':': and and and and and and and and'and''actoractoractorunsactoractor ''reNone",None of above.,A footnote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-156_SR,What sort of note is impossible to play?,A high note.; A music note.; A footnote.; None of above.,"':':SP-0 '':''''. Mr Mr. Mustard and and six and daughters daughters brother daughter brother.. there But one   people9 the the, how that is that possible possible possible possible'' might shares shares shares shares brother.',': possibleistr':':'' get're married married have have their family.',''actor '2':':': not not and by and and and and by anddddistristractoruns''''",None of above.,A footnote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-156_CR,What sort of note is valuable?,A music note.; A banknote.; A high note.; None of above.,"you''SP '-'''''' Must Mrs Mr. Must Must you one six and9'brother Must brother brother But But one are9 only9 people, the, the'possible possible possible 'answer'' might're similar shares shares brother brother shares 'istr':actor':':SomeSome daughters get'and their and but.', 'distractoractor '': not and not and and and and and and were andd''dactorunsactoruns''",None of above.,A banknote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-158,What kind of watch can't tell time?,A pocket watch.; A wristwatch.; A watchdog.; None of above.,"':':':SP''',',question': '. and and. Mustard'and six daughters and each daughter one brother. But But are are   people9 in the family the is the possible that possibleanswer''EachEach daughter shares the brother brother.', answeristractor1':':'' get married and have their own own.',.',distractor22':Some not brothers and and and and and': and away''istristr(unsunsure''None",None of above.,A watchdog.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-158_SR,What sort of watch is unable to tell the time?,A pocket watch.; A wristwatch.; A watchdog.; None of above.,"SPSP-1- '':'' and and Must. Must. have You daughters daughters and one daughter brother brother, But are are are 99 people in the, how how the possible possible possible 'answer 'Each are shares sharesThe brother brotherddistr daughtersactor':'' daughters get'married get have their own family.',.',istractoractor2'' brothers not '': loved by and and away awayistr 'istristractorunsactorNone 'NoneNoneNone '",A pocket watch.,A watchdog.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-158_CR,What kind of watch only works at night?,Stopwatch.; Nightwatch.; Wristwatch.; None of above.,"You'but butSP- but1 '', to'' and youYou MrYou one you you sixYou youYou one brother brother brother Maybe there're but're99 that people9,,'' that that thatansweranswer 'EachEachTheThe same brother brother brotheractor':actor by1 'Some daughters1 the married have own own family theiractoractoractoractoractoractoractoractoractoractoractoractor111''istractoractoractordd(dNoneNone",Nightwatch.,Nightwatch.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-159,What type of pump doesn't inflate anything?,Bicycle pump.; Pumpkin.; Air pump.; None of above.,"{':
 but0':SPSP-'' '':''. and Mr and Must. have one six daughters daughters daughter has brother brother, But there are are 99 people9,, how how is are possible possible possibleanswer 'EachEach each shares shares family brotherSome 'istristr1':':':Some daughters get marriedGet their their family family''istractoractor2actoractor not not own by loved and andactor.', andd 'distristractorunsactor",Air pump.,Pumpkin.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-159_SR,What kind of pump is incapable of inflating anything?,Bicycle pump.; Air pump.; Pumpkin.; None of above.,"you '':SP '',''''''You andMr MrsMustard one one one and daughters has have one brother, brother there there're  how people people the has, how how is possible possible possible possible answerItEachEach answer shares shares brotherThed brother shares're':':':'' getSome'and and and and':.',d 'actor22 'd'not and and and and and and and away the 'istristristr 'actoractor''",Air pump.,Pumpkin.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-159_CR,What type of pan doesn't help with cooking?,Saucepan.; Frying pan.; Company.; None of above.,"'', 'SPSP''''question'' You Must Must Mrsard Mustard one and daughters and in nine one great Must Must But there are9 six people people in in, how how are possible possible possible answer answer'answerEach are theThe shares brotherSome might select': a':'' get daughters get and and and and family family '': 'istr '2':'not not and and and and and'' awaydd 'actoractoractorunsactor 'None",Saucepan.,Company.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-160,What type of ink never leaves a stain?,Link.; Blue ink.; Red ink.; None of above.,"you you- but 'SP'''' '':'' and.Mr. Mustard one and daughters and and daughters'brother brother. the'there daughters999 in the in, how how'possible possible possibleanswer sharesEach'daughter same the shares brother brother.', brother brotheractoractorSome 'Some get daughters married getGet have own family family 'istristractor':':':'not brothers'by and by'and '.',.', 'dactoractoractorunsuns",Blue ink.,Link.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-160_SR,What kind of ink doesn't leave stains behind?,Link.; Red ink.; Blue ink.; None of above.,"{'{'':':SPSP '','''' '., Mrs. Must Must'one six one and daughter has one brother is But there are are99 people people the,, how how is possible possible possible':''Each isEach shares shares brother brother brother': brotheractor':':':'married get married and have and and to.',ddistractor22':Some'brothers not and and and and and away.',''distristractorunsure '",Blue ink.,Link.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-160_CR,What type of ball can't be thrown or kicked?,Eyeball.; Baseball.; Football.; None of above.,"{', '':SP- '','''' and and Mr and Mustard have six daughters daughters'brother daughter brother brother, But But there' only9 how people,, how how the possible possible possible'answer 'EachEach shares shares brother shares brother brother.', butactor':':':Some get get married get have their own family.',''istractor2':':': brothers brothers and by by and by and away awayd 'istristractorunsunsactor 'None",Baseball.,Eyeball.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-161,What type of art doesn't hang in a gallery?,Contemporary art.; Fine art.; Tart.; None of above.,"{' examples '{'':''''questionMr'and and and Mr Must Must six six one daughters9 brother brother brother brother brother But Must are but 999,,, how how possible possible possible possibleanswer possible 'ItEach shares shares shares brother brother.', brother brother selectactor':SomeSome1':Here'get and get family '.',': 'actor':':2'brothers not and and by and and and''''distractoractoractoractor''",Tart.,Tart.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-161_SR,What kind of artwork isn't displayed in galleries?,Fine art.; Contemporary art.; Tart.; None of above.,"{'{'id butSPSP-''''You'and Mr and Must Must. one six one daughters oneHere brother brother brother is Must there are but  only9 in, the, how is, the possible brother answer possible'''mightTheThe brotheractoractor.',Select selectactor':':Some1 daughters daughters get and have own family family.', 'istractor2 'Some'some brothers not and and and and by and away 'dactoractoractoractoractoractor '",None of above.,Tart.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-161_CR,What kind of man can't walk or talk?,A business man.; A snowman.; A fireman.; None of above.,"SPSP-'' '':''. and Mr. Mustard six six six daughters daughters daughters has brother brother is But But there only  only people people,,, how is how possible possible possibleansweranswer 'Each daughters brother sharesThe family brother brother': select correctactor':':SomeSome get get and have and own family'' 'istractor2 '':'brothers brothers not and loved and and and 'istr''istractoristrunsuns'' 'None of '",None of above.,A snowman.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-162,What kind of bell doesn't make a sound?,A doorbell.; A cowbell.; A dumbbell.; None of above.,"SP''''',':'' Mr Mrs Mrs Must Must Must have six daughters daughter eight daughter has has brother. But But there six only only people people the in family how how how possible possible possible': answer 'Each is shares shares shares brother.', brother 'istr.',':':':'' get married and and their and their family.', 'istractor2':': not not''': by by family moved away.', away '.',istristrunsunsactor 'NoneNone '.',",A doorbell.,A dumbbell.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-162_SR,Which sort of bell doesn't ring?,A dumbbell.; A doorbell.; A cowbell.; None of above.,"': 'SPSP',''','' '. and and Must Mustard six six six daughters daughters daughters9're brother is the But there're99 people9,,, how how is possible possible answeransweranswer.', answer is is shares shares brother brother': select2 brother':':':Some got daughters married andd and and family '':istristractor''':'and by and and by and and and'awayd 'dactoractoractorunsactor 'NoneNone",A doorbell.,A dumbbell.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-162_CR," What kind of ""stone"" can't be found in a quarry?",Cobblestone.; Sandstone.; Milestone.; None of above.,"-':You'to and and,YouMr Must you youYouYouYouYou brother You brother brother brother But'there must 69 people the that, how is is'possible possible'possible 'EachEachEach possibleThe shares brotherSome brother select selectactorSome1SomeSomeSome get get have get their own family.',2actoractor2'''some not and and loved and and and'and':istractoractoractorunsactor': 'NoneNoneNoned''1",Milestone.,Milestone.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-163,What type of ice never melts?,Dice.; Flaked ice.; Glacier ice.; None of above.,"are{'{' examplesid':SPSP11': '': '':. Mrs Mr... six have six daughters daughters has has each brother brother But are are are9 only9 people the in, the how a possible possible possibleanswer're 'EachEach each the shares brother brotherSomedistractor':':':'' daughters married and and and and own.',.',istristractor':':':'and not and loved and and and by 'dddactoristractorunsactor",Dice.,Dice.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-163_SR,What kind of ice doesn't melt?,Glacier ice.; Dice.; Flaked ice.; None of above.,"you '{'{' '':'''''''' Mr Mr Mrsard Must Mustard six daughtersard daughters nine has six'daughter. is But    only999, how how how the possible possible possible possible'is areEach shares.', brother.',.', brother brother brotheractor':':SomeSome get married marriedd get and family.', 'd 'actoractor':':2 not not'by by and by and and''istrdistristr.',uns '",Dice.,Dice.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-163_CR,What kind of ice doesn't contain water?,Flaked ice.; Dry ice.; Glacier ice.; None of above.,"', butSPSP''',''''. MrsMr Mrs Mustard'six six daughters9 one nine two brother. But But there six 99 people the9, how how how possible possible possible answeranswer''Each daughter shares brother shares might might 'd select married1':Some get get married and have their own familyd.',.',istractor''': not not brothers and': by and and''''ddactoractor 'unsNone 'None",None of above.,Dry ice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
