Question_ID,Question_Text,Answer_Choices,Model_Predicted_Answer,Actual_Answer,Predicted == Actual,Explanation
72,What sort of dish is incapable of holding food?,Side dish.; Petri dish.; Fish dish.; None of above.,"actor lab areanswer.',.', their1 But.',.',answer.',istr6WP{'':( their family the family familyistrdistr',':, (1 family.',-?',',.',':.', marriedd and,11':':{'d",Petri dish.,no,"Based on context and semantic similarity, the chosen answer matches the question."
73,What kind of bottle can't hold a liquid?,A bottle neck.; A glass bottle.; A water bottle.; None of above.,"answer somequestion daughter their 2':':answer':.',1WP{'.',.', own same the1 marriedistrd'],istr':d the ( -': '.', get':.',.',d and,1 ':':{'d..',",A bottle neck.,no,"Based on context and semantic similarity, the chosen answer matches the question."
74,What sort of bottle is incapable of holding a liquid?,A glass bottle.; A water bottle.; A bottle neck.; None of above.,"answer.  their by?',.':':':.',0.',{'':', shares family their family familyactordistr two':   family11 '':- married.',.', aboved and', 1':':.',d.choice.',",A bottle neck.,no,"Based on context and semantic similarity, the chosen answer matches the question."
75,What kind of bottle is smallest.,Soda bottle.; Wine bottle.; Baby bottle.; None of above.,"'''areactorureSome some?', their their11..',':':istr{'WPWP.',{'  family1 family1istrdactor':istr  the the family,''d.',.',.',d their and':",Baby bottle.,no,"Based on context and semantic similarity, the chosen answer matches the question."
76,What kind of note can't be played?,A music note.; A footnote.; A high note.; None of above.,"_orderchoiceactor somequestion  their 1.':.',1.',3WP{'':.', own family their loved family1distr have':istrd (None brother''.', get.',.', aboved and31 ':':{'d",A footnote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
77,What sort of note is impossible to play?,A high note.; A music note.; A footnote.; None of above.,"actor 'actorSomequestion same and11.':.',.',.',1WP{'':': their.', the family sameistristristr':':istr not family,':-.',':.',.', above the and':  istr':{'.",A footnote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
78,What sort of note is valuable?,A music note.; A banknote.; A high note.; None of above.,"ure.','are examples.', their their by1.

':Some.',.',6{'{'':( their family their family family1dd'],istristractor(, familyured.',.',.',.', one family and21  married':{'",A banknote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
79,What kind of watch can't tell time?,A pocket watch.; A wristwatch.; A watchdog.; None of above.,".',actoranswer.',.', by their order':':answer.',.',1{'.',':( their same family family1istristrd',': actor, family brother '.',.',':.', aboved and':  1':{'.',",A watchdog.,no,"Based on context and semantic similarity, the chosen answer matches the question."
80,What sort of watch is unable to tell the time?,A pocket watch.; A wristwatch.; A watchdog.; None of above.,"‘.',question their their1But':actor':2ap{'.',.',':':, family brother loved familyistr brothersistr'],': d (  brother':'get.',':.',.',2':'[uns brothers':.',d..",A watchdog.,no,"Based on context and semantic similarity, the chosen answer matches the question."
81,What kind of watch only works at night?,Stopwatch.; Nightwatch.; Wristwatch.; None of above.,"'ureactor 'answer some.', their theirorder1.': brother.', daughter6WP{'':.','s': their family familyistrdistr3actor actor1, moved':d.',.',.',.',.', away and' 1':",Nightwatch.,no,"Based on context and semantic similarity, the chosen answer matches the question."
82,What type of pump doesn't inflate anything?,Bicycle pump.; Pumpkin.; Air pump.; None of above.,"'. loved?',actor '.',.',.', their  loved':':.',.',.',{'{'':':( their family family familia family andistrlabel have': byd1 family family':-.',.',.',',',dd',111",Pumpkin.,no,"Based on context and semantic similarity, the chosen answer matches the question."
83,What kind of pump is incapable of inflating anything?,Bicycle pump.; Air pump.; Pumpkin.; None of above.,"wereactor'‘ somequestion one their1.',1':':.',61{'{'':( the family 1istristr122':1   family,-':.',.', married.',2d andactor 1':':{'",Pumpkin.,no,"Based on context and semantic similarity, the chosen answer matches the question."
84,What type of pan doesn't help with cooking?,Saucepan.; Frying pan.; Company.; None of above.,"areactor 'actoranswerquestion  by 1.':Some2.',4WP{'':': their family loved1 familyistr1actor have.', andd family, moved':':.',d.',.',.',.', and',1 1':{'",Company.,no,"Based on context and semantic similarity, the chosen answer matches the question."
85,What type of ink never leaves a stain?,Link.; Blue ink.; Red ink.; None of above.,"'' own own 'actoranswer.',?', by1':':':Some':istr3{'{'':.', the same the family familyistr1istr2, lovedactor not moved by'['.',.',.',.',.',d and' ':",Link.,no,"Based on context and semantic similarity, the chosen answer matches the question."
86,What kind of ink doesn't leave stains behind?,Link.; Red ink.; Blue ink.; None of above.,". arechoice 'WP some.', one by their1 their':':':.',,.WP':('family family loved1istristr2Eachactor  of1, brother '.', married married2.', married and,  1':",Link.,no,"Based on context and semantic similarity, the chosen answer matches the question."
87,What type of ball can't be thrown or kicked?,Eyeball.; Baseball.; Football.; None of above.,".','' ‘Somequestion same None1.':.',2.',,WP.',.',{' their family family family brothers.dd.',',istr and (  moved':':.', get':.',.',d and':  ':':{'",Eyeball.,no,"Based on context and semantic similarity, the chosen answer matches the question."
88,What type of art doesn't hang in a gallery?,Contemporary art.; Fine art.; Tart.; None of above.,"':.', 'actor some.',.', their.',1.': loved':.',.',{'{'':(  family brother1 familyistr1'],':':istr ( brother moved''.',.',.', above.',d':,1 ':':.',",Tart.,no,"Based on context and semantic similarity, the chosen answer matches the question."
89,What kind of artwork isn't displayed in galleries?,Fine art.; Contemporary art.; Tart.; None of above.,". brother.','‘Some?', their their1WP1':.',.',.',6WPid':.',, same family1 familyistr2'],'],':    family- brother-.', married.',.',.',d and,  1':",Tart.,no,"Based on context and semantic similarity, the chosen answer matches the question."
90,What kind of man can't walk or talk?,A business man.; A snowman.; A fireman.; None of above.,"‘Some.',?', their111 loved':293WPid':': own family the1istristristractoristr.',  family1 family brother''d married':.',.',d and'1':':{'...",A snowman.,no,"Based on context and semantic similarity, the chosen answer matches the question."
91,What kind of bell doesn't make a sound?,A doorbell.; A cowbell.; A dumbbell.; None of above.,"actorSomequestion their their by1.': loved':.',3WP{'':(  family family familyactoristrdistrd': d1( familyure '.',.',':.',2 family and' idactor marriedd.2",A dumbbell.,no,"Based on context and semantic similarity, the chosen answer matches the question."
92,Which sort of bell doesn't ring?,A dumbbell.; A doorbell.; A cowbell.; None of above.,".',answer areSome.',': their actor':': loved.',d1WP{'':.', the same their family familydistrd',':istr family ( brother brother 'dd.',':.',.',d and',1 ':':.',.",A dumbbell.,no,"Based on context and semantic similarity, the chosen answer matches the question."
93," What kind of ""stone"" can't be found in a quarry?",Cobblestone.; Sandstone.; Milestone.; None of above.,"their ':':':answer.',.',1{'id':', their same the family family.istrd':':  thed by family':.',d.',.',.',.',d and'[ 1':{'d.d.',': their",Milestone.,no,"Based on context and semantic similarity, the chosen answer matches the question."
94,What type of ice never melts?,Dice.; Flaked ice.; Glacier ice.; None of above.,"'''areactor'‘job.',. by orderid brother loved':.',1{'WP':( their same family loved family brothers1istr have':istr (1 family moved-d.', married.',.',2 away and have",Dice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
95,What kind of ice doesn't melt?,Glacier ice.; Dice.; Flaked ice.; None of above.,"''actor.','are ‘.', and and111':.',':.',1WPWP':( their family the family family1d2istr':  and None family- '.',.', married.',.',d and,  ':",Dice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
96,What kind of ice doesn't contain water?,Flaked ice.; Dry ice.; Glacier ice.; None of above.,"d.', Labanswer some?', their by.',1 loved':.',2istr1WP':':', their their family loved1istrddd':istr ((,1-':.',.',.',.',.',d':':  ':':.',",Dry ice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
