Question_ID,Question_Text,Answer_Choices,Model_Predicted_Answer,Actual_Answer,Predicted == Actual,Explanation
72,What sort of dish is incapable of holding food?,Side dish.; Petri dish.; Fish dish.; None of above.,"':'‘choice?',  their11':':Some':.',0WP{'':( their samed1 family.actor2'],':  family (  family brotherd{' get.',.',?', away and '111actord.",Petri dish.,no,"Based on context and semantic similarity, the chosen answer matches the question."
73,What kind of bottle can't hold a liquid?,A bottle neck.; A glass bottle.; A water bottle.; None of above.,"]}
Are?', their1.',1':.',.',.',1WP{'.',( their family brother11istrddd',istr family the family1':?',.',.',.',.',.', and':': 1 shares':{'d..",A bottle neck.,no,"Based on context and semantic similarity, the chosen answer matches the question."
74,What sort of bottle is incapable of holding a liquid?,A glass bottle.; A water bottle.; A bottle neck.; None of above.,"choice.',.', their111':Some':?',1WPWP':( their family family family marriedd1istr',',istr the  by, brotherd.',.',1.',.',d':':  istr': married.

...',",A bottle neck.,no,"Based on context and semantic similarity, the chosen answer matches the question."
75,What kind of bottle is smallest.,Soda bottle.; Wine bottle.; Baby bottle.; None of above.,"'' '_order own'areAre.', by their1?',':': get.',.',.WPWP':( family family familyWP the1 away'],.',istr loved family, family- '.', '.',.', their', family,1",Baby bottle.,no,"Based on context and semantic similarity, the chosen answer matches the question."
76,What kind of note can't be played?,A music note.; A footnote.; A high note.; None of above.,"actor 'choiceArequestion.', by1 by list':answer.',istr,{'.',':( theistr same1 married11and and':istr the ( family the-':.',.',.',.', thed22 1':':{'d",A footnote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
77,What sort of note is impossible to play?,A high note.; A music note.; A footnote.; None of above.,"actororder ‘question.', their their1order':':':2d11{'':': istr istristractord'],istr':': the1 family,''.', get':.',.',d and,  1':{'2",A footnote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
78,What sort of note is valuable?,A music note.; A banknote.; A high note.; None of above.,"own.','‘ some.', their their?',But1.',answer':.',1{'{'':( their family family familyactoristr13 have':istr1  family, '':WPGet.',.',2 family and, ':1': married",A banknote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
79,What kind of watch can't tell time?,A pocket watch.; A wristwatch.; A watchdog.; None of above.,"?',.',d{'.', same by11..',.',.',?',{'{'WP':( family':.WP marriedactor12 eachistr',d 1 '--.', married.',2d married's,111 married{' married",A watchdog.,no,"Based on context and semantic similarity, the chosen answer matches the question."
80,What sort of watch is unable to tell the time?,A pocket watch.; A wristwatch.; A watchdog.; None of above.,"are ‘.', their their11.': brother':.',1WP{'':.',, same  family familyistr marriedactor':': actor1 brother moved-d.',.',.',.', aboved and',   shares':.',2..",A watchdog.,no,"Based on context and semantic similarity, the chosen answer matches the question."
81,What kind of watch only works at night?,Stopwatch.; Nightwatch.; Wristwatch.; None of above.,". loved own.', ‘Are.',.', by by their':.',.',.',d{'{'{'':  their family family1 theistristrd'],istr  (,-- '.', married.', daughter aboved and,  1':",Nightwatch.,no,"Based on context and semantic similarity, the chosen answer matches the question."
82,What type of pump doesn't inflate anything?,Bicycle pump.; Pumpkin.; Air pump.; None of above.,"''1actor 'actorchoice.', and their11 loved':answer2.',8WP{'':': familyistr theiristr familyddactoristr': by the1 moved family''.',.',.', above.', family': have1 ':",Pumpkin.,no,"Based on context and semantic similarity, the chosen answer matches the question."
83,What kind of pump is incapable of inflating anything?,Bicycle pump.; Air pump.; Pumpkin.; None of above.,"'actor'‘ some.', correct theirWP1..',':':istr{'.',.',.',('family1 family familyistristrand has':   ( family moved-d.',.',':.', daughterd and' 1':d",Pumpkin.,no,"Based on context and semantic similarity, the chosen answer matches the question."
84,What type of pan doesn't help with cooking?,Saucepan.; Frying pan.; Company.; None of above.,"':'lovedchoice somequestion their their 1actor':':':84WP.',.',.', their family their familyactoristristr and',',istr and  family':''d get.',.', above their and,  id':{'",Company.,no,"Based on context and semantic similarity, the chosen answer matches the question."
85,What type of ink never leaves a stain?,Link.; Blue ink.; Red ink.; None of above.,"''_order.', 'actor.', correct.', their111':':.',?',.',WP{'.',(  family family family familyistr1.',.',',  the  family family':-.',':':.',2 family and,  1",Link.,no,"Based on context and semantic similarity, the chosen answer matches the question."
86,What kind of ink doesn't leave stains behind?,Link.; Red ink.; Blue ink.; None of above.,"'brotheractor  are ‘.', their by11':':Some2aram{'WPWP':.',  brothers their familyWPistristr.', have':istr the (  family-None.', get1.',.', married have'11actor",Link.,no,"Based on context and semantic similarity, the chosen answer matches the question."
87,What type of ball can't be thrown or kicked?,Eyeball.; Baseball.; Football.; None of above.,"ure.','are somequestion  by111':.',':d.',WP.',.',.',,istr same familyactoractordand and.', family (d, 'd.',.',.',.',.', family andC  1': married",Eyeball.,no,"Based on context and semantic similarity, the chosen answer matches the question."
88,What type of art doesn't hang in a gallery?,Contemporary art.; Fine art.; Tart.; None of above.,"own_orderure ‘jobquestion'their1But.Some':':?',.',.{'':( theistr familyactor family11and'],istr actor the family moved''.',.',.',.', family family':' ':':order",Tart.,no,"Based on context and semantic similarity, the chosen answer matches the question."
89,What kind of artwork isn't displayed in galleries?,Fine art.; Contemporary art.; Tart.; None of above.,". brother_order 'answer somequestion their same1But.': loved.',.',1WP{'':( the.', their theactoractoristristr':',istractor  family brother-',d.',.',.',.',d and',  ':':",Tart.,no,"Based on context and semantic similarity, the chosen answer matches the question."
90,What kind of man can't walk or talk?,A business man.; A snowman.; A fireman.; None of above.,"actoranswer question.', their byactor loved': loved.',.',0{'{'':( their family the theactor.1'],',actor  their( moved family the':.', married.',.',.',d':,  1 married{'...",A snowman.,no,"Based on context and semantic similarity, the chosen answer matches the question."
91,What kind of bell doesn't make a sound?,A doorbell.; A cowbell.; A dumbbell.; None of above.,"are ‘.', by by1But 'answer loved':istr{'{'answer':', their same the family same1d'],',':':1  moved, [' the get '.',.',.',d and':11':':dd..",A dumbbell.,no,"Based on context and semantic similarity, the chosen answer matches the question."
92,Which sort of bell doesn't ring?,A dumbbell.; A doorbell.; A cowbell.; None of above.,".','‘answer.', by by11List':Some.',d1{'{'':( their family their1 family.d have and':d ( ( brother moved':'' married':.',.',d and',11 their': married.",A dumbbell.,no,"Based on context and semantic similarity, the chosen answer matches the question."
93," What kind of ""stone"" can't be found in a quarry?",Cobblestone.; Sandstone.; Milestone.; None of above.,"their by1But.Some loved':?',1..',':':, family family loved familyistr1'], each,istr  (, brother':d.',.',.',.', 'd and':11':':{'d...',actorid",Milestone.,no,"Based on context and semantic similarity, the chosen answer matches the question."
94,What type of ice never melts?,Dice.; Flaked ice.; Glacier ice.; None of above.,"''': ['?',ure]}
answer?',  same1?', and':.',':.',6WP{'':.',  brothers brother family familyistr1oke':':': ( the family,d':d '.',.', above married and ',",Dice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
95,What kind of ice doesn't melt?,Glacier ice.; Dice.; Flaked ice.; None of above.,"''d.','‘ answer.', one their?',11':':':{'1WP{'':',   family1WPactor1and andistr  ,-''':.',.',.', family', and,11id",Dice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
96,What kind of ice doesn't contain water?,Flaked ice.; Dry ice.; Glacier ice.; None of above.,"brother.',_order that?',.', their by?', loved':.',.',istr1WP{'':',,  the family familyistrdd',': by   -':d.',d.',.', the', and '1 1': married",Dry ice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
