Question_ID,Question_Text,Choices,Generated Answer,Refined Answer,Correct Answer,Predicted == Correct,Explanation
SP-208,"The more you take, the more you leave behind",Love.; Footsteps.; Money.; None of above.,"', ': each'' daughters':'' the'each'familyactor away '.',.',1 '. and daughter, family to family are are....',d': family'brother.',' answer d':': andanswer.',.', daughter.','have.',':.',': family':''0.',':.',.',':':': '':''.', 'istr''':'' '':'''' and''':': daughters''",Footsteps.,Footsteps.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
SP-208_SR,"The more you take, the more you abandon.",Love.; Footsteps.; Money.; None of above.,"brotheractor1 and': brother': brother'the0': familyactor.', to daughters':'and daughteractor.','andquestion daughters loved'' daughters.', away'' and one. and family'not'and'are.',istrchoice'same ',': brother'and and, family, family did ', '':.', daughters 'id loved.','brother,0'not, 'unch.', boxer theNone'and':istr.',istr'2': '",None of above.,Footsteps.,no,"Based on context and semantic similarity, the chosen answer matches the question."
SP-208_CR,You are running so fast but you're not getting closer. Where are you?,Country road.; Treadmill.; High way.; None of above.,"'Each moved': brother brother'family':idanswer daughters same':choice.',Each brother'and.':0ure1id have brother and brother':'daughters brother brothers '1 '.', '.',.',.',id'''istr.',':d'''' actor': family '':'''''' '1,.',':.', '?',':'[''2''':':''':choice1.',actor?',actor ['.',.', '",None of above.,Treadmill.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-148,What type of bank doesn't hold money?,Snowbank.; Investment bank.; Central bank.; None of above.,"each family'same brother '': family.', own': brother same, get are family':': '.','brother '1.','' family 'None':':'' '':'' '': '': family': '':.','daughter married'away '.'' daughters1.',d.',Some familyactor''''d':'', '.',.',''  family''''''':''.','''' '1",None of above.,Snowbank.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-148_SR,What kind of bank doesn't keep cash on hand?,Snowbank.; Investment bank.; Central bank.; None of above.,"SomeSome each has the a'and':'their given same daughter brother daughter.',actor married the have brother': ':,': choice same family and the answer same'were 'idistransweristr.', daughtersanswer.',''.''actor.','were daughters theidistr choices':'the '101Some 'id moved brother actor.', married.','' away '.',istristr'family''None brothersunch 'actoractorunch': 'istristr'away",None of above.,Snowbank.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-148_CR,What kind of bank doesn't have money on hand?,Riverbank.; Investment bank.; Central bank.; None of above.,"'family brother daughter.',.',.',?',': own.', are are each. '': moved own':'that brother 'd moved brother familyistr0 brother some 1None choices. brothers familyistr': andid family family daughters familyd '':':'' daughters brother family '': family  ','1,{''' None '.',.', '':.',  married familyactor '':actor':actor': '1'' andistr.',.',''':':",None of above.,Riverbank.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-149,What type of root can't be eaten?,Carrot root.; Cabbage root.; Square root.; None of above.,"are '': family': family.. each?',': '':-  answer  daughtersactor.','brothersid '0 '. daughter0 and same brotherSome{'.', and were '0  brother.', moved.',.',0ure brothers ':0urechoiceistr.',':istr brotherid.',.',.',.',''': ''''.', '':''.',':istr': '':actor':':.',ure,''':': and [.',unch.',.',",None of above.,Square root.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-149_SR,What kind of root cannot be consumed?,Square root.; Carrot root.; Cabbage root.; None of above.,"own daughters': given loved'' family, have': ', brother the'and and': brother answer and, '.2 each the movedSomeistractor.',actor family':.',istrd.',actorSomeistr brothers?',.',istr family,': '.',  ', '.actor '.'', '.',':,'' family'' awayistr':'' ','notd''  '.d{'''':''''.''",None of above.,Square root.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-149_CR,What sort of root should one not eat?,Cube root.; Cabbage root.; Carrot root.; None of above.,"id are answeranswer each givendSome answer brother brother family familyd': brothers':istr.', each- same ',, and'each the'' '-id',, 'id '.', get are':'family id brotherquestion,''' and.',,'' away'and '.',question'and, are':?','' '.','' '.','''''''''brother'''' a'daughter '':",Cube root.,Cube root.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-150,What kind of mouse can't you feed cheese to?,A computer mouse.; A hungry mouse.; An old mouse.; None of above.,"actor ',':Some.actor and' brother{' ','and'not family given':.', and a.', family family the daughters2''. daughters  family' brother1.', brother ', daughters'' the family away family'''and '..','', not, by'' and and''':''': ','': married':':': 'istr''' '':'' not '' 'istr",None of above.,A computer mouse.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-150_SR,What type of mouse are ineligible for cheese feeding?,A computer mouse.; A hungry mouse.; An old mouse.; None of above.,"moved'' brother sharesanswer brother family 'to ',  brother'moved daughters.', questions2.', '-':'daughter.',istristr{' brothers brother.',idSomeistr':question answer 'actor'family'' 'Noneactor':'' 'None''actorid':'' ', brother':':'1.',.',':.',':istr':0d label 'd,'' 'Nonelabel''istr'',': '':d 'unch",None of above.,A computer mouse.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-150_CR,The kind of mouse engineers like most？,A young mouse.; A white mouse.; A computer mouse.; None of above.,"brother'not brother movedanswer the, ',actor.',.', 'actoristr0':answer.',.',.',':.', '.',.',.',':'''1':' brothers 'ure were married.', '.label':idactor daughters '':' daughters '':ure ': brother  brothers'':': actor'' '':':ure '':':':''.', away''2None''1None':{'ure,0label actorure",None of above.,A computer mouse.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-151,What kind of plant can't photosynthesize?,An indoor plant.; A house plant; A power plant.; None of above.,"':':.', daughter.',,':d are,': have brother  daughter. each given. family1 brothers.', familyistr '2 daughters daughtersactoractorNone1'the,,d,istr.', daughters moved daughter daughters '.', daughters'''' family moved 'None.',.',actor ',': 'id'movedistr.', '':''d '0ure':'' 'actorure '.', '': daughters''''''unch '{'''",None of above.,A power plant.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-151_SR,Which plants are incapable of photosynthesizing?,A house plant; A power plant.; An indoor plant.; None of above.,"':'awayd': ',''.',.',.',':':,': daughters daughters'' and':.',': awayunch have.','istr brother'notid0''.':'by': 'istr': daughters1d':Some':ure 'istrunch''':istristr brothers '1.',''': '':ure '':'' '1 '1''''' ''''''''':'' [' 'istr",None of above.,A power plant.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-151_CR,What plants can not photosyntheszie but can produce energy.,A wetland plant.; A nuclear plant.; An aquatic plant.; None of above.,"to 'actor''': brothers.', and ',answer': answer':'family family': answer married moved answer family answerdistristr.', '':choicechoice family brothers': brothers'the the{'.', brother'the,''''and'away. moved daughtersNone'' and,''''1'family.'''family,d':': 'actor':actor''''''' 'and{'actor.', 'id ['.',",None of above.,A nuclear plant.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-152,What kind of wood never gets chopped?,Softwood.; Hollywood.; Hardwood.; None of above.,"brother eachistrid brother family the  and. the the the the family their family,': the same the, one0 brother''family'are is family,''and'is and and daughtersistr family-' family and. and and,d ','notid brothersistr brother ', daughters ',id.', and': brothers 'id.',.',''':'' 'istr':''':''' '':''",Hardwood.,Hollywood.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-152_SR,What sort of wood is never cut?,Hollywood.; Hardwood.; Softwood.; None of above.,"'d questions.',0 to':.', brother.',.',  daughters':actor away the the some brother.', family'to':':':': brother each. family daughters family and 'questions answer family.',.', daughter daughters2 are daughtersistristr'andchoice.',.', married.', daughters':':0, 'id'' not'' ',istr family':istr':.',actor'''family.',.',.', ', 2.',1''.', '':.',.',",None of above.,Hollywood.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-152_CR,What sort of wood is never cut?,Hardwood.; Sherwood.; Softwood.; None of above.,"Each same and to but'each each not brotheractor brother.', daughter family family':'', the, andactorEach':actoractor to. '': and moved''.':,, and family.',istrSome':istr':Some answer were and away. and daughtersistr anddistrid':': brother.','' not '':'and and''':istractoristr': daughters 'istr,''':ureactor':':'' '': '': '0 '",Hardwood.,Sherwood.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-154,What type of dish doesn't hold food?,A satellite dish.; A fish dish.; A side dish.; None of above.,"the ','married daughtersistr answers have':  and'the daughters daughters family'brother.',answer':.', brother'and ','their not and byid brothers family away and 2d family daughter':,actor choices the and':Noneistr.', family  above away,None '1': ',0 away':.',.',istr '': daughter.',Some'' '.', ', '1''': '.',': ', '': brother': 'istrure.',",None of above.,A satellite dish.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-154_SR,What kind of dish cannot accommodate food?,A satellite dish.; A fish dish.; A side dish.; None of above.,"loved family ', own'brotheractor family'family'brother answer': brother family.', brothersistr brother married not '. family,,dactor.', family moved are'are' actor.',':choice brother brother': brother'' '2 '.',Some':''':''':.',':.',':':.', '.',':': away'brother''':.',.', '0ure '.', daughter '1.','' '':, '': '':':.', '",None of above.,A satellite dish.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-154_CR,What sort of dish is incapable of holding food?,Side dish.; Petri dish.; Fish dish.; None of above.,"': same brother answer.', one1 answer same':  ownactor have their have brother family daughteranswer one questions- brother brothers answer brother. each': '. loved   brother': daughters same1 '1choice, ',Some daughters.', daughters.', daughter.', answer daughters, 'actor own brothers':istristristr': '': 'None'', '':':':':2ure.', married''.',istrquestion 'istr brothersactor': family''actor''1 '1",None of above.,Petri dish.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-155,What kind of bottle can't hold a liquid?,A bottle neck.; A glass bottle.; A water bottle.; None of above.,"': family the family  moved shares married and family 'answer.', brother daughter familyactoristrunchactorchoice brother'the'daughters':'daughters1 and daughters daughters':': daughtersNoneistr''actoristr':1 daughters': 'actor  brothers away '0actor1': Some'':2id'brother family1ure ':  '':actor brother '0':unchistr 'actorunch.',':'' 'actoractor 'ure':''unchuns''':",None of above.,A bottle neck.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-155_SR,What sort of bottle is incapable of holding a liquid?,A glass bottle.; A water bottle.; A bottle neck.; None of above.,"answer familyanswer family': family':actoractorEach brother': are '2 answer it.',.', '.  have ':None moved'''answer.', daughters.'shares brother': away each brother':None and one':': brother.',actor brothers': 'None.','',':d '': the''1 ',''id'','' family'' moved': '': '':'' ', '': '.','' '':d,",None of above.,A bottle neck.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-155_CR,What kind of bottle is smallest.,Soda bottle.; Wine bottle.; Baby bottle.; None of above.,"a.','other family,Some': and', to '-.',.',.',istr':'family.':':.',': family':,istr  one and daughters eachistractor daughters': brothers?', choices, '1': brothers1actor 'actorchoiceistr are daughters brothersistr idEach brother,  and and istr.',.',istr brother ':',''0 '1 '.,,,, daughters'' '':unch ',istr1 '0",None of above.,Baby bottle.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-156,What kind of note can't be played?,A music note.; A footnote.; A high note.; None of above.,"to some andd':.',actor answer are': loved': loved ofd 'd to. the':,d same'brother ',d'and2':. get,. is has have the one':.',0..,': to loved,': above. by the, and to':actor own'given the daughterd daughtersistr '.','daughter '.,': 'istr '.', family family ownanswer':': daughter':'' the.',': '':.',istr",None of above.,A footnote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-156_SR,What sort of note is impossible to play?,A high note.; A music note.; A footnote.; None of above.,"':d have':':'family1 a':':': married family'family family brothers':1'brotheranswer':2 family.': '':1, ',1d.', family away daughter,.', family brother':. each daughter by'married same and': '0 brothers brothers.',.',':.', '.',.',': daughters1 and'istrSome.', family'' '1''''''''':.','not-2.',':':''",A music note.,A footnote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-156_CR,What sort of note is valuable?,A music note.; A banknote.; A high note.; None of above.,".', brother.',':':.',.',': brothers.', each brother family each brother':.',question'''''brother ', ', brotherd familyd '.''actor''istr brother.',distr'' daughter 'and ', away brother': family '':0'' [ daughter '':None 'd moved'''brother':0'' '':'' '' '1.',.',.',.',.',': '.',''.', '': away",None of above.,A banknote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-158,What kind of watch can't tell time?,A pocket watch.; A wristwatch.; A watchdog.; None of above.,".':istr the ',,  '1':''.0 brothers1 moved familyistr the'lovedNone family questionistr familyistristr daughter daughters one '1.',.',.', brother.',d brother brothers brothers.', daughters,':unch brotheristr': family marriedchoice the':': brothers '':'' 'actorid 'istr?',{''''''''''' '':.','' '':'',1': '': brother''''",None of above.,A watchdog.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-158_SR,What sort of watch is unable to tell the time?,A pocket watch.; A wristwatch.; A watchdog.; None of above.,"'brother': marriedid'daughters brother'' '': daughters, daughtersquestion daughters':0.', actoristractorSomed brother daughtersistr.', brothers '': daughter familyistr 'idunch':'brotherunch':istr''istristr''':':'' '':''''istr.',istr'' '':.',2 '. 'istr'and1'away, awayd'''d''':'''' not'',, away",None of above.,A watchdog.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-158_CR,What kind of watch only works at night?,Stopwatch.; Nightwatch.; Wristwatch.; None of above.,"'''away''':'the'':':'family2 family'family': '':'''daughter'''''',': answer'andactor': family''. 'istr.', '':'' brother '':,':'', familyd.',.','''' and '':,':ure and':.',':.',actor brother'' '':'''''''''' 'actor '..',''",None of above.,Nightwatch.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-159,What type of pump doesn't inflate anything?,Bicycle pump.; Pumpkin.; Air pump.; None of above.,"': and' family to, the each1, 'd''d the., are '. family the a brother brother '12 'dd not brother brother  moved family,.', moved away1 brother1 married':  have': and1 away':choiceSomeid '0 family 'choice'' daughters'' ':''':1 familydd.',''.',unchactor':unch{'unch'''''and''':'': '",Pumpkin.,Pumpkin.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-159_SR,What kind of pump is incapable of inflating anything?,Bicycle pump.; Air pump.; Pumpkin.; None of above.,"':': family''': '.',.',':':None''':':.','and family1istr'and'' and ',istr family the daughters'same1 not.istr ','byactordNone.',': daughters.',':':':'' brothers''and '': brothers ',istr,1':'''' '':.',''''''''':':''''.', '': '':d''':",Pumpkin.,Pumpkin.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-159_CR,What type of pan doesn't help with cooking?,Saucepan.; Frying pan.; Company.; None of above.,"'.2. brother  istr each daughters  each1, each are, the': moved brother brother answer away daughters '1 moved away away brother daughters': family.', family1 brotheractoractor':':0 and the family '01':,, daughters':istr':Some.',istr daughter'brother,istr.','' away '1':': 0'' 'd''istr 'actor '': 'actor':actor': '1''istr.',': '': '",Saucepan.,Company.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-160,What type of ink never leaves a stain?,Link.; Blue ink.; Red ink.; None of above.,"'each': family':actor answer': family daughters': answer':None toactor.',':': brotheranswer choice, same moved each':00 brother family are': '.', and '': moved each family'and': brother''': daughter'and the.', daughters0 'actor{'''':':':':': '':istr,''  ''''':':.',.','''''the brother':':':':':':''' brother",None of above.,Link.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-160_SR,What kind of ink doesn't leave stains behind?,Link.; Red ink.; Blue ink.; None of above.,"family toactor 'the1 family  daughter''.  'None.', andactor away you brother.', family daughters andistr.',.', answer': 'istr not married':.',.', choices':d away family':': brother daughter  each brother': and family 'actor'and': aboveactor'' and12d '. family'' '':''':.', '2istristr and':'' istristractor': '': and''' '':",None of above.,Link.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-160_CR,What type of ball can't be thrown or kicked?,Eyeball.; Baseball.; Football.; None of above.,".', some family 'get':.', family family': family':': not':''': same  family brotherNone daughters andid daughters ownid, by,0 away.', 'None':'family1istr0 brothers': '':  and daughters family, and married and '.,istr away '1':, brother':':Someistristr'' the':':': and':':'''' '':'': '':.', daughters'' ', brother'",None of above.,Eyeball.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-161,What type of art doesn't hang in a gallery?,Contemporary art.; Fine art.; Tart.; None of above.,"d each each'given one.'to,, the the some to are family.. family1 family':2 and'own1dSome some'is answer. ownistr given not the the. family 'd.actoristr.', family the and,,, a and and. same and':'and and., shares, given family, married.d and familyd''. away':''.',actor.',''.', '..',''':'and",Fine art.,Tart.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-161_SR,What kind of artwork isn't displayed in galleries?,Fine art.; Contemporary art.; Tart.; None of above.,"answer'the the '.', someanswer some0 their.',, answer ',1 and the the': brothers.', brother  family 'd, family family family1 one istr1 of,  and are family and '. brother daughters the', answer, and familyistr own1 family daughters ', and the family daughter':':': familyd.',.',d and and the '-'' family1 family'''' andistr':istr'' 'd,,.',.',",None of above.,Tart.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-161_CR,What kind of man can't walk or talk?,A business man.; A snowman.; A fireman.; None of above.,"brother': family 'istr.',istr not,'brother': given answer and daughters family. familyd daughters'family brother.',':': and.': brother daughter family ': and ': brother the daughters  own the daughters daughter'married'' choices ',id brother':istrunch married family0 brother':.', daughters and '':.',.', daughter.',istr.',.',':''''' ',.','' '.', '':.',unch.',':''':.', '",None of above.,A snowman.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-162,What kind of bell doesn't make a sound?,A doorbell.; A cowbell.; A dumbbell.; None of above.,"':.',.', daughter': daughter family the have. family familyistr the.', one one '.',.','and answer. the.',Some': daughter and''.', family.',.', family. '-':':.', daughters'and' family.':1 loved daughter to': daughters daughter the, given daughters.', and.',' family the daughter':''.',.',istr'' '.',.',actor'''''','' '.',''.',''",None of above.,A dumbbell.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-162_SR,Which sort of bell doesn't ring?,A dumbbell.; A doorbell.; A cowbell.; None of above.,"Each '. choices'not loved 'choice'not. daughter daughteristractor married':Some': answer, family.',None.', ownistrquestionNonechoice familyd'and each married to answer and family.Noneistr family brother., ',None istr' andd'daughters '.':':.',.', '.',.',':'brother''d '':':.', daughters''' '':.',.',': ',': '1''': 'actor'brother",None of above.,A dumbbell.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-162_CR," What kind of ""stone"" can't be found in a quarry?",Cobblestone.; Sandstone.; Milestone.; None of above.,"the ared':': family 'd family same brother.', '': answer and ', ', and':': family0None':istr brother'brother same family': brothers brothers daughters':':':.', family away': familySomeSome':'family'' family 'id '1 daughter.',actor'family.', '': '1'answer not '':':,0 family'not'' '. brother '':''':'not '1'' '':'' notid",None of above.,Milestone.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-163,What type of ice never melts?,Dice.; Flaked ice.; Glacier ice.; None of above.,". given daughters and have to get..', brother': to movedSome are daughters1 brother the.'own':': each daughter 'd': getd family, family and. each some family 'actor.',', family and 'actor family loved, not and and. away daughter.',1., family':. the and the 'actor Mr,'and'the.'away and  and': '.,'''':''''''istristr' '",None of above.,Dice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-163_SR,What kind of ice doesn't melt?,Glacier ice.; Dice.; Flaked ice.; None of above.,"family family daughters family'each.', daughters family the'answer ',.':'the'family-.', familyd family,''0 the'brother own married answer their family shares.',':': family '1 the and '.',':': ',0,istr' '.', daughter, daughters' away brother same'' family family,.','' '1.''.', ',''not'''and.', family': '.',.',",None of above.,Dice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-163_CR,What kind of ice doesn't contain water?,Flaked ice.; Dry ice.; Glacier ice.; None of above.,"are married 'istr brotherSome':':'brother 'istr daughters same2'' brother brother':': own1 moved0'not brother family brother.',.',.',.', daughter familyid ',. daughters': '': married'' brothers brother'away brother'not family above': 'actor '': brother brother'''the family''': family Some':'id'''''':'''  '': brother2ure '1.',1actor",None of above.,Dry ice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
