Question_ID,Question_Text,Choices,Generated Answer,Refined Answer,Correct Answer,Predicted == Correct,Explanation
WP-148,What type of bank doesn't hold money?,Snowbank.; Investment bank.; Central bank.; None of above.,"distranswer the': one 'dd': '':.',': '':.', and':'daughters brother': '.','''' correct answer.', andd''':''.',Some.',.', '.', '.',':1Some.',':'' '':''': '.',':'correct.', '.', '': '':': 'd '.', '': '.', '': '':''.', '.',  'istrquestion and': '.', and': '",None of above.,Snowbank.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-148_SR,What kind of bank doesn't keep cash on hand?,Snowbank.; Investment bank.; Central bank.; None of above.,"'' of.', the'family'one': '': and''': '':Someanswer':''{' '': the': '.',question'''' '':':''.', '':''': '.', '.', '': 'istr.',''':''.',.''.', '':.',actor daughters '': '': '.', '.', andSomeactoractor.', '.',''''''''''.',..''",None of above.,Snowbank.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-148_CR,What kind of bank doesn't have money on hand?,Riverbank.; Investment bank.; Central bank.; None of above.,"'' and '':''':'' '.', the '.','correct '':''{' '':''1':'''''''' '':''''':.',.',Someactor family'''daughters family''''''istr1actoractor brothers brother,'''''''''''''''''''''''' '': '.', and  of family 'istr",None of above.,Riverbank.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-149,What type of root can't be eaten?,Carrot root.; Cabbage root.; Square root.; None of above.,"'toSome.', the'''' '.', a and':'' 'answer family''''.1':''''.', andactoristrSome family'and''': 'istr.', the'''' correct family''':':'''''' daughtersactor.','' '':''''''''.',.''': '':'' 'd not '': 'istr.','''' '.', '",None of above.,Square root.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-149_SR,What kind of root cannot be consumed?,Square root.; Carrot root.; Cabbage root.; None of above.,".', the'' '.', '':':'' and'and oneSome married family and.',':''.', the'' the'''family '':answeractor'''' daughters': '': '.',''''''{'''''': '':'' '':'''' '': '':'' '.',''''.',''''.',''istr.',''istr.', '.',.'' '",Carrot root.,Square root.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-149_CR,What sort of root should one not eat?,Cube root.; Cabbage root.; Carrot root.; None of above.,"and'' daughter brother': '':actor':''''':'brother daughter by daughters''''.',.',actoractor': '':': 'actor.','''''''''''' 'answer got, 'd, '.',''':':''': '.', and''''': '': '.','' '': '.', and':'daughters.',istr boxeractor  '':'correct family''':.', '",Cabbage root.,Cube root.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-150,What kind of mouse can't you feed cheese to?,A computer mouse.; A hungry mouse.; An old mouse.; None of above.,"the '.','' correct.''?',.', '.', the and','' correct of  '.','''daughters and':''.',''Some.', and,  and':'brother,d':':''''':''actor brother':'' '.', '.', the'' '.', 'actor daughteractor family''''':': '.',.', brother': '':.', '':''.',''''.','' '",None of above.,A computer mouse.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-150_SR,What type of mouse are ineligible for cheese feeding?,A computer mouse.; A hungry mouse.; An old mouse.; None of above.,"': to '': and andactor the '.',''': '':'to'and family''':.',1 daughter'family': 'istrquestion '':'their?', their lovedactoristr daughter the''':':''answer brother':''''''.',''.', the'' '': '': '': '':':':''''.','' 'istr ownactor':''': '.',actoractorSome.',':'' '",None of above.,A computer mouse.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-150_CR,The kind of mouse engineers like most？,A young mouse.; A white mouse.; A computer mouse.; None of above.,"''':''Someactor brother their own havechoice '':'toSome correct the '. to the and and':': the''.', '':''Some.', '.', '.',istr.',, 'istr':''''': '.', the '.', '':': '': '': '.','' 'Someactor brothers ''':''''':'''' correct''''''dactor family '':''.',",None of above.,A computer mouse.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-151,What kind of plant can't photosynthesize?,An indoor plant.; A house plant; A power plant.; None of above.,"': Some daughter.', '.','' '':''''''.','''' the':'' '.',''''':':''''':''.', the'' 'dd shares'' '':.',istr.', and own eachistr married':''':'' '':''''''''''':'''daughters':''''''''''istr.','' '",None of above.,A power plant.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-151_SR,Which plants are incapable of photosynthesizing?,A house plant; A power plant.; An indoor plant.; None of above.,"'daughters '':'''' '':'of':'family''''': 'Some the the''''':  eachistr brother brother':''':':'''''' '':'''daughtersd':''':'''correct''''.', and''''.','' '.',''''.', and '':'correct': '.',''Some family'' '': '': '",None of above.,A power plant.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-151_CR,What plants can not photosyntheszie but can produce energy.,A wetland plant.; A nuclear plant.; An aquatic plant.; None of above.,"'by': 'answer moved ofactorchoice':''''d family''.',': '': '':''':.',''''''':': '':''Some.',,''answer a':'''' '':''':''istr':''.', '''' '':''.', the '':.''.', '.', '.', '':.','correct '':.', 'Some daughters haveistr.', '",None of above.,A nuclear plant.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-152,What kind of wood never gets chopped?,Softwood.; Hollywood.; Hardwood.; None of above.,"''.', and you''?',':.'''correct''Some married, and':'''' '.','daughters a- the '':':''.', '.', the '':': '':'' '':'' '':'daughters''.','' 'istrNoneactor2 brotherd.',''.',.',d own.','''''' daughters moved':'''''' '': '':''':''",Hardwood.,Hollywood.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-152_SR,What sort of wood is never cut?,Hollywood.; Hardwood.; Softwood.; None of above.,".', by each '': '?', '': '':.','daughter. and answer brotherchoice.  and '':'''' daughtersSome given the'''''''''' '.', and moved each daughters'' '':':'''''''''' '': '.','' '.', '.', ':''''.', and '': '':.',  '.',,''.',distrd.''istr",Hardwood.,Hollywood.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-152_CR,What sort of wood is never cut?,Hardwood.; Sherwood.; Softwood.; None of above.,"'' each '.', '{' '': each.',.'' family the '': the 'SomeSome brothers,'oneactorEach family andSome.', and':''''.',': '': and': '':''''''''.', family'' 'actor own ''': '': and, '.', '.', 'actor haveSome boxer':'' '.', '.', and family''.', '.', '.', '.',  ''",None of above.,Sherwood.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-154,What type of dish doesn't hold food?,A satellite dish.; A fish dish.; A side dish.; None of above.,"''Some correct'given correct and'and'''''' '.',': and. the 'actor': and.', and '':''.', the '.', '{' and '':''answer':''':':1istrSomeactor':':''.','family '.',''.',actoristrd':''':'brother daughter family '':':''istractoristractorWP.''.', 'uns.', '':''.', theiractor",None of above.,A satellite dish.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-154_SR,What kind of dish cannot accommodate food?,A satellite dish.; A fish dish.; A side dish.; None of above.,"'':''':'the '.', a'' have.',.','' '':''''': '.',':''''''':': family''':.', '': '': '': '': '': '': '.', by each brothers.',', '.', have.',  '.', family'daughters got moved the '.', the '':'daughters''''.', '.',, '':''.', 'Some.',''':''",None of above.,A satellite dish.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-154_CR,What sort of dish is incapable of holding food?,Side dish.; Petri dish.; Fish dish.; None of above.,"and of daughters brother given andistr': the and answer, the the1':'family'shares own daughters': '.', one brotherSomeactor given ':'' '':.', and.','' 'istr answer '':': 'answer daughters.', and': 'dactor the''': 'actor'''' '':''''':'' '.',''.',''': '.','brothersactor moved': '':''actor.', ''':",Side dish.,Petri dish.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-155,What kind of bottle can't hold a liquid?,A bottle neck.; A glass bottle.; A water bottle.; None of above.,"'the'family  each loved.',''':.''dquestion'''' '':'family  given''':''.', '1actor brother the''.',''.','' 'choice istractor brothers haveactor daughter''''''''':''':'daughters':''': '':'''''' '.', and'''''''''' '': ''.', '",None of above.,A bottle neck.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-155_SR,What sort of bottle is incapable of holding a liquid?,A glass bottle.; A water bottle.; A bottle neck.; None of above.,"by.', the of one correct and- '.',''':': by':'''answer the':''''Somedd are''''''.',.':'' 'actor and'and '': 'SomeSomeactoractor given.''':'' choices '{'''': '.',,':'''' '': '.', and.','' daughters and'''' '':.','' '.',actoractor.', '.',",None of above.,A bottle neck.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-155_CR,What kind of bottle is smallest.,Soda bottle.; Wine bottle.; Baby bottle.; None of above.,"'' '.', to':''': by brother moved the''.1.','daughters': the'' '{'''':':. family 'istristr1.',''.',''':'' '.',''''''Someactor eachistr moved eachistr daughters married'' '.', the''''istr the''.', '':.',, '.', '.', and''':.', '.', '{'actor brothers':''''",None of above.,Baby bottle.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-156,What kind of note can't be played?,A music note.; A footnote.; A high note.; None of above.,"'have.', to a same given''Some':''''1 daughters and'' 'Someactor '':'and.',''''''': '': correct of family '.',d'' '': '': 'answer':'''' '': '': the correct''istractor the'' '.', and':''': '.','' '.','' 'istractor.',''':'''''' '.', '",A footnote.,A footnote.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-156_SR,What sort of note is impossible to play?,A high note.; A music note.; A footnote.; None of above.,"of correct'haveSome correct but':'' answer': '.',''''':': '':''.', the''': '.', '.', '.', is the'' '.', and given their':''istrEach':''':''.',''SomeSome.', '.', the''.', '':': '.', '': '.',''?',':''':'' '.',, '.',''.', '': 'istr': '.',",A music note.,A footnote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-156_CR,What sort of note is valuable?,A music note.; A banknote.; A high note.; None of above.,"'and''''''.', '.', the'family and own1 family '.', the 'istr choices '':actor brother.', and '':''':':'and '':'correct.',istrdistr':':':'''''' '': '': '': '': '.',distr':.', of their,''.',': '{'choice '': 'istractor loved brother.''dSome.', '':''''''",A music note.,A banknote.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-158,What kind of watch can't tell time?,A pocket watch.; A wristwatch.; A watchdog.; None of above.,"theirchoice'daughteranswer.'the. have daughters''actor. have '': '':':''''actor':''''.',, '': '.','' '':.', the''''.', a': '.',': '': '':'' '': '.', '':'' '':''.', '.',''''''''''':'' '.', the''.', each daughter.', andSome.', '",None of above.,A watchdog.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-158_SR,What sort of watch is unable to tell the time?,A pocket watch.; A wristwatch.; A watchdog.; None of above.,"''.', '.', '':, to have': ofanswer daughter''1 have,    and''.',.',, of are given''':'' '':'' 'answer.', '':'' '.', 'actor.','daughters.', '': '{' daughterSomeistr brother2istr.', '.',d': and':''''''.', and''''': 'istr.', and'' '.', andactor family'' '",None of above.,A watchdog.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-158_CR,What kind of watch only works at night?,Stopwatch.; Nightwatch.; Wristwatch.; None of above.,"'''away'' '.',distrEach and one their family 'Some family'' the'daughters1.',.': 'istr': daughters':''':'' '.', '': correct''':': '':'' family''.', '.',distr brother.', '': '':.',d':'' '':.','' '?',.',': the''.',.',.''.',''.', and''.', '.', the '': '",Stopwatch.,Nightwatch.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-159,What type of pump doesn't inflate anything?,Bicycle pump.; Pumpkin.; Air pump.; None of above.,"and their one'family and'' '': 'd.',''''':': and':'' '.',.', '.', the and''''''.',': 'd and and':'' '':'' '':'' '': '':'' daughters''''.','''''daughters brother 'daughtersactor the'''daughtersactoractor family''''''.', the'' 'istr family'' '",Pumpkin.,Pumpkin.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-159_SR,What kind of pump is incapable of inflating anything?,Bicycle pump.; Air pump.; Pumpkin.; None of above.,"the a given..',.', get and and daughter''.''.', 'choice  'd choices': '.',':'answer own their andd.', the.''':  and given and': '{' the correct''d the'''' '':'family''':.',.',''':''':.',''''.',d daughters '.', the''''':.  '.','' '.', '''correct",Pumpkin.,Pumpkin.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-159_CR,What type of pan doesn't help with cooking?,Saucepan.; Frying pan.; Company.; None of above.,"have.','correct '.', the''': and '': '':':'' daughters answerd daughter.',. of their,'their.', by':1 family '':.', family''''':''':''.', '':''Some brother family''''''answer'' 'istr':''''''''''.', '': '': 'answer.''.', andistractor brother '': family''':.',",Saucepan.,Company.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-160,What type of ink never leaves a stain?,Link.; Blue ink.; Red ink.; None of above.,"same.',':d':'answer'the':''':': '.',':.': '.',, '': '.', and':'''the and 'Some1''.', 'd':''':'' '':Some':': '{' 'istr': '.',''.', have sharesSomeactord'' 'actor and': '.', '{'':''':''''': '':.','correct got.','daughters.',.', ofistrSome",Red ink.,Link.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-160_SR,What kind of ink doesn't leave stains behind?,Link.; Red ink.; Blue ink.; None of above.,"'' 'istr own the have same. and andd shares the'the': '': ': 'istr': 'choice.-,''''''''''Some.',d sameSomeistristranswer the '''''' '': '': 'dactor moved'''' '.',':'' '':'' '':':''''istr family'''' '':''''''{' '.',",Red ink.,Link.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-160_CR,What type of ball can't be thrown or kicked?,Eyeball.; Baseball.; Football.; None of above.,".', daughters andistr daughters daughter the answer family and family and the given brotherquestionSome': of family and,'brother to.', andactor daughteractor andistrEach movedactoristr':'' have'''' '':': '':': '':''''istrSome brother daughter''': byactor family the thed brotherSome':'' 'answer daughter':'' '.', and''''.',':':'' daughters':''''''",Eyeball.,Eyeball.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-161,What type of art doesn't hang in a gallery?,Contemporary art.; Fine art.; Tart.; None of above.,"'to each''': by each, and the and family''.', and':'''''brother have you given daughter own and'''' the family''':': '':answer family'''''''' '': 'istr family''''choice  '.',':'''' '.','correct daughter the'''' '.', 'istr moved the'''''''' '.', '' '",Tart.,Tart.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-161_SR,What kind of artwork isn't displayed in galleries?,Fine art.; Contemporary art.; Tart.; None of above.,"'andd': '': 'answer':.':.''':'' correct and given '': '': 'question'''the'''''' and brothersd':'family '':':''': '':'''' '': and':''''.', '': '':istr family'''' '.',''''''':'' '':''.',': '{'':'' daughters.',.':",Tart.,Tart.,yes,"Based on context and semantic similarity, the chosen answer matches the question."
WP-161_CR,What kind of man can't walk or talk?,A business man.; A snowman.; A fireman.; None of above.,"''actord shares '.', '.',''''.', the,'family''., to':''''':1 own family'''and':'''have':': '': 'istr sharesactor to': '.', the''''': 'actor shares'' '':':d''Some daughterSome daughteristransweractor the'''' '': '.', '': '':': 'd':''.','' '",None of above.,A snowman.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-162,What kind of bell doesn't make a sound?,A doorbell.; A cowbell.; A dumbbell.; None of above.,"'': 'answer by one the''''':.', and': '': family and': '.', and daughter the,. and1actor.', '':':  correct''':''''''':': ''.', the'daughters.',': '?', '.', the': '.',''.',actord and{'''':''''.', brother brother brotherd the '.', '.', '?', '.', '':':''''.',",None of above.,A dumbbell.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-162_SR,Which sort of bell doesn't ring?,A dumbbell.; A doorbell.; A cowbell.; None of above.,"''.', '':'' 'istr':'the'' '': sameactor brother and brother.',':''': daughters oneanswerdd.', '.', 'answer1question''answer':''''': brother':'' family '':'' '':':''istr.',''''''''''''''''':': 'd moved':''''istr.',.',''''''''",A doorbell.,A dumbbell.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-162_CR," What kind of ""stone"" can't be found in a quarry?",Cobblestone.; Sandstone.; Milestone.; None of above.,"''': '.','' '.1d correct'''correct''.',''''''istranswer were the and1 brotherSome.', '':':.''.', to':'''' '':': and'' 'istr family'''' '': '.', '.',istractor are '''' '.', the. 'correct'' '.', and.',''''''''.',''':.',",Cobblestone.,Milestone.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-163,What type of ice never melts?,Dice.; Flaked ice.; Glacier ice.; None of above.,"'1': '':''.', '':.', andquestion and': the and marriedSomequestion '':':'family'' the., the ': '': '': '.',1 family '': andSome.', '':'' '.', '.',':'''' '.', the''':': '.', the''': '.', '':': '.','answer the'''' '.', 'None.','' 'Noneistractor.', '':",None of above.,Dice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-163_SR,What kind of ice doesn't melt?,Glacier ice.; Dice.; Flaked ice.; None of above.,"''actorSome.',.'the.'and. '':..', '':. and''.', and '':': '':'''' '.',':':''.', and family''.',': '':':''''.',':''''?',Some brother.','' 'actor.', '':''''': '':'''' '': '.','''' '.', '?',':''.','' '",None of above.,Dice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
WP-163_CR,What kind of ice doesn't contain water?,Flaked ice.; Dry ice.; Glacier ice.; None of above.,"'and '': '':''.',.''''.',''.', brotheranswer family '{' '.',''''':''':actor family '.',':''''':''''answerchoice.',Some':''''''': '.',.',''''':'''''' ')':':''':''''':''.',(''.',.',None.'' ')':( '",None of above.,Dry ice.,no,"Based on context and semantic similarity, the chosen answer matches the question."
